Country Name,Country Code,Series,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
New Zealand,NZL,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,39.71,..,..,..,..,50.05,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,"Completion rate, primary education, both sexes (%)",UIS.CR.1,66.47,..,..,..,..,74.44,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,32.16,..,..,..,..,40.92,..,..,..,..,..,..,..,..,..,..
Niger,NER,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,5.83111,..,..,..,..,..,..,..,..,..,..,..,..
Niger,NER,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,28.34748,..,..,..,..,..,..,..,..,..,..,..,..
Niger,NER,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,1.62842,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,63.10756,62.88413,..,51.65159,..,..,66.6923,..,62.45675,..,..,..,..,..,..
Nigeria,NGA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,71.57501,72.61493,..,68.37667,..,..,77.06482,..,70.79633,..,..,..,..,..,..
Nigeria,NGA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,45.11066,46.10399,..,49.71889,..,..,59.29161,..,49.29539,..,..,..,..,..,..
Niue,NIU,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niue,NIU,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niue,NIU,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North America,NAC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North America,NAC,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North America,NAC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North Macedonia,MKD,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,97.55849,..,..,..,..,..,..,..,..,..,..,..,..,..
North Macedonia,MKD,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,99.59779,..,..,..,..,..,..,..,..,..,..,..,..,..
North Macedonia,MKD,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,74.43607,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,100,..,100,99.42,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,71.54,..,73.29,77.56,..,..,..,..,..,..,..,..,..,..
OECD members,OED,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oman,OMN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oman,OMN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oman,OMN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Other small states,OSS,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Other small states,OSS,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Other small states,OSS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pacific island small states,PSS,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pacific island small states,PSS,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pacific island small states,PSS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,45.56642,..,..,..,..,..,49.54959,..,..,..,..,..,..
Pakistan,PAK,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,60.90289,..,..,..,..,..,59.6609,..,..,..,..,..,..
Pakistan,PAK,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,19.50903,..,..,..,..,..,23.41096,..,..,..,..,..,..
Palau,PLW,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,PLW,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,PLW,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,73.91,..,75.11,..,77,77.63,80.88,80.99,83.54,85.08,..,..,..,..,..,..
Panama,PAN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,92.79,..,92.26,..,94.44,94.13,95.56,94.94,95.99,96.06,..,..,..,..,..,..
Panama,PAN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,57.37,..,59.03,..,59.45,59.17,62.41,63.26,65.55,67.24,..,..,..,..,..,..
Papua New Guinea,PNG,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,50.21001,..,..,..,..,..,..
Papua New Guinea,PNG,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,61.14409,..,..,..,..,..,..
Papua New Guinea,PNG,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,16.89189,..,..,..,..,..,..
Paraguay,PRY,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,71.92,69.75,70.71,74.41,77.11,76.77,79.39,77.73199,77.12,79.25,..,..,..,..,..,..
Paraguay,PRY,"Completion rate, primary education, both sexes (%)",UIS.CR.1,87.42,87.1,89.34,88.71,90.62,89.62,90.46,92.01359,90.8,93.85,..,..,..,..,..,..
Paraguay,PRY,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,53.64,50.34,55.36,61.09,59.2,61.53,61.85,58.92869,62.59,63.62,..,..,..,..,..,..
Peru,PER,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,81.62,82.7,84.38,85.65,85.98,87.34,87.66,89.26,89.85,91.36,..,..,..,..,..,..
Peru,PER,"Completion rate, primary education, both sexes (%)",UIS.CR.1,92.37,93.43,93.7,95.36,95.58,95.73,96.51,96.06,97.11,97,..,..,..,..,..,..
Peru,PER,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,74.54,77.45,79.41,80.88,81.84,82.06,81.2,82.65,85.87,86.43,..,..,..,..,..,..
Philippines,PHL,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,71.27,..,..,..,..,80.97149,..,..,..,..,..,..
Philippines,PHL,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,87.45,..,..,..,..,91.87399,..,..,..,..,..,..
Philippines,PHL,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,67.47,..,..,..,..,78.3215,..,..,..,..,..,..
Poland,POL,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,97.48,..,98.33,97.61,..,..,..,..,..,..,..,..,..,..
Poland,POL,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poland,POL,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,91.5,..,92.33,92.31,..,..,..,..,..,..,..,..,..,..
Portugal,PRT,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,89.98,..,89.67,93.93,..,..,..,..,..,..,..,..,..,..
Portugal,PRT,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Portugal,PRT,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,66.3,..,64.14,65.12,..,..,..,..,..,..,..,..,..,..
Post-demographic dividend,PST,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Post-demographic dividend,PST,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Post-demographic dividend,PST,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,95.37959,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,99.38302,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,86.69837,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,96.00048,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,99.02237,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,83.48783,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,98.42,..,97.4,96,..,..,..,..,..,..,..,..,..,..
Romania,ROU,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,81.36,..,82.41,80.89,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,99.41,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,99.81,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,87.07,..,..,..,..,..,..,..,..,..,..,..
Rwanda,RWA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,15.4396,..,..,..,..,27.93269,..,..,..,..,..,..,..,..,..
Rwanda,RWA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,39.85742,..,..,..,..,54.27251,..,..,..,..,..,..,..,..,..
Rwanda,RWA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,10.24556,..,..,..,..,17.53984,..,..,..,..,..,..,..,..,..
Samoa,WSM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,28.97947,..,..,..,..,33.83506,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Completion rate, primary education, both sexes (%)",UIS.CR.1,67.31678,..,..,..,..,82.87718,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,9.37772,..,..,..,..,8.39481,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,15.08957,..,..,22.51,..,24.408,26.63455,..,..,..,..,..,..,..
Senegal,SEN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,39.71852,..,..,50.17,..,50.84479,50.06841,..,..,..,..,..,..,..
Senegal,SEN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,6.84953,..,..,7.69,..,9.28571,12.0365,..,..,..,..,..,..,..
Serbia,SRB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,98.35447,..,98.88,98.29648,..,..,..,..,..,..,..,..,..,..
Serbia,SRB,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,99.95172,..,..,99.3068,..,..,..,..,..,..,..,..,..,..
Serbia,SRB,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,68.65601,..,89.52,75.83913,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,29.21,..,..,40.37882,..,..,..,44.14637,..,..,..,..,..,..,..
Sierra Leone,SLE,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,59.6,..,..,66.62422,..,..,..,64.08057,..,..,..,..,..,..,..
Sierra Leone,SLE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,8.63,..,..,19.50886,..,..,..,18.9234,..,..,..,..,..,..,..
Singapore,SGP,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,99.86,..,100,99.82,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,95.62,..,94.92,92.05,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,99.6,..,99.35,100,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,90.34,..,91.29,93.25,..,..,..,..,..,..,..,..,..,..
Small states,SST,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Small states,SST,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Small states,SST,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,84.93941,..,..,..,..,87.67176,..,..,..,..,..,..,..,..
South Africa,ZAF,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,93.05289,..,..,..,..,96.13182,..,..,..,..,..,..,..,..
South Africa,ZAF,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,49.20918,..,..,..,..,48.52257,..,..,..,..,..,..,..,..
South Asia,SAS,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,14.59321,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,24.64012,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,5.51466,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,90.36,..,90.61,93.3,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,63.89,..,66.55,67.3,..,..,..,..,..,..,..,..,..,..
Sri Lanka,LKA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sri Lanka,LKA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sri Lanka,LKA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,93.63696,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,99.57961,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,82.69175,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,56.68,..,..,..,51.18034,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,71.44,..,..,..,65.42644,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,33.6,..,..,..,30.67521,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,46.75582,..,..,..,..,..,..,..,50.45004,..,..,..,..,..,..
Suriname,SUR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,80.11366,..,..,..,..,..,..,..,85.55715,..,..,..,..,..,..
Suriname,SUR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,24.79565,..,..,..,..,..,..,..,23.36249,..,..,..,..,..,..
Sweden,SWE,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,99.13,..,99.63,99.69,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,93.57,..,93.93,92.67,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,99.03,..,97.71,99.4,..,..,..,..,..,..,..,..,..,..
