year,country,team_size_all,team_size_male,team_size_female,p1,p2,p3,p4,p5,p6,p7,awards_gold,awards_silver,awards_bronze,awards_honorable_mentions,leader,deputy_leader,total_score,average_score_per_contestant,medal_Efficiency,Country Code,Value_gross_enr_ratio_for_tertirary_edu,Value_gov_expen_as_perc_of_GPP,Value_literacy_rate,Region,Income Group,Gov_Investment_Per_Medal,Lit_Performance_Ratio
2012,Argentina,6,5,1,42,1,0,24,6,1,NA,0,0,2,4,Ana Wykowski,Bibiana Russo,74,12.333333333333334,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2012,Bangladesh,5,5,NA,35,8,0,20,11,0,NA,0,1,2,2,Mahbub Alam Majumdar,A A Munir Hasan,74,14.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA
2012,Slovenia,6,5,1,42,14,0,12,3,0,NA,0,0,2,4,Gregor Dolinar,Jure Vogrinc,71,11.833333333333334,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2012,South Africa,6,6,NA,36,9,0,23,3,0,NA,0,0,2,3,Maciej Stankiewicz,Jacobus van Zyl,71,11.833333333333334,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2012,Lithuania,6,6,NA,32,15,0,18,4,0,NA,0,0,3,1,Artūras Dubickas,Romualdas Kašuba,69,11.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA
2012,Georgia,6,6,NA,29,3,0,30,6,0,NA,0,0,1,3,George Chelidze,Givi Nadibaidze,68,11.333333333333334,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2012,Spain,6,6,NA,27,8,0,25,0,4,NA,0,1,0,3,María Gaspar Alonso-Vega,Luis Hernández,64,10.666666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2012,Azerbaijan,6,6,NA,34,8,0,16,1,1,NA,0,0,2,2,Fuad Garayev,Jafar Jafarov,60,10,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2012,Denmark,6,6,NA,33,8,0,19,0,0,NA,0,0,1,4,Kirsten Rosenkilde,Sune Precht Reeh,60,10,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2012,Chile,6,5,1,35,7,0,12,4,1,NA,0,0,1,4,Hernan Burgos,Anibal Velozo,59,9.833333333333334,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2012,North Macedonia,6,4,2,32,15,0,10,2,0,NA,0,0,2,2,Vesna Manova-Erakovik,Alekso Malcheski,59,9.833333333333334,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2012,Finland,6,5,1,22,15,0,15,5,0,NA,0,1,0,3,Matti Lehtinen,Esa Vesalainen,57,9.5,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2012,Latvia,6,5,1,39,3,0,11,2,0,NA,0,0,0,5,Juris Smotrovs,Juris Škuškovniks,55,9.166666666666666,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Nigeria,6,6,NA,25,15,2,9,0,1,NA,0,0,1,3,Adewale Roland Tunde Solarin,Steve Dele Oluwaniyi,52,8.666666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2012,Estonia,6,4,2,31,0,0,19,0,0,NA,0,0,0,4,Härmel Nestra,Indrek Zolk,50,8.333333333333334,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Kyrgyzstan,6,5,1,42,2,0,6,0,0,NA,0,0,0,6,Buras Boljiev,NA,50,8.333333333333334,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Morocco,5,5,NA,24,14,0,11,0,0,NA,0,0,2,0,Moulay Ahmed Moussaoui,Abdellatif Zerouale,49,9.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA
2012,Ecuador,6,6,NA,28,6,0,9,4,0,NA,0,0,1,2,Jorge Chamaidan,Julio Rivera,47,7.833333333333333,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2012,Sweden,6,6,NA,20,1,4,19,1,2,NA,0,0,1,1,Paul Vaderlind,Victor Ufnarovski,47,7.833333333333333,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2012,Pakistan,5,4,1,17,7,0,10,7,0,NA,0,1,0,1,Barbu Berceanu,Ahmad Mahmood Qureshi,41,8.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
2012,Philippines,3,2,1,21,1,0,16,3,0,NA,0,0,2,1,Julius Magalona Basilla,Job Agcaoili Nable,41,13.666666666666666,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2012,Macau,6,6,NA,18,8,0,14,0,0,NA,0,0,0,3,Ieng Tak Leong,Hio Tong Wu,40,6.666666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Cyprus,6,6,NA,17,7,0,11,3,1,NA,0,0,0,3,Andreas Philippou,Theoklitos Paragyiou,39,6.5,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Luxembourg,4,3,1,21,7,0,8,0,0,NA,0,0,1,2,Charles Leytem,Mike Dostert,36,9,0.25,NA,NA,NA,NA,NA,NA,NA,NA
2012,Ireland,6,6,NA,23,2,0,9,0,0,NA,0,0,0,2,Mark Flanagan,Gordon Lessells,34,5.666666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Norway,6,4,2,20,0,0,13,0,0,NA,0,0,0,1,Dávid Kunszenti-Kovács,Johannes Kleppe,33,5.5,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Puerto Rico,4,4,NA,17,7,0,8,0,0,NA,0,0,1,1,Luis Fernando Cáceres Duque,Arturo Portnoy,32,8,0.25,NA,NA,NA,NA,NA,NA,NA,NA
2012,Paraguay,6,4,2,23,0,0,8,0,0,NA,0,0,0,2,Juan José Cáceres Silva,Paola Villalba Fiore,31,5.166666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Sri Lanka,4,4,NA,15,9,0,6,0,0,NA,0,0,1,1,Supun Thamara Samarakoon,Mahishanka Withanachchi,30,7.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA
2012,Uruguay,6,6,NA,21,1,0,8,0,0,NA,0,0,0,2,Nelson Raúl Chocca Soubes,Antonio Velázquez,30,5,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Ivory Coast,4,4,NA,24,0,0,5,0,0,NA,0,0,0,3,Jean Sosthène Alphonse Békoin Amon,Armel Didier Yavo,29,7.25,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,El Salvador,3,3,NA,18,1,0,5,4,0,NA,0,0,0,2,Carlos Mauricio Canjura Linares,Aarón Ernesto Ramírez Flores,28,9.333333333333334,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Trinidad and Tobago,5,4,1,19,0,0,7,0,0,NA,0,0,0,1,Indra Haraksingh,Jagdesh Ramnanan,26,5.2,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Tunisia,2,2,NA,9,7,0,9,0,0,NA,0,1,0,0,Salah Marzougui,Raouf Thabet,25,12.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA
2012,Iceland,6,6,NA,9,1,0,11,0,0,NA,0,0,0,0,Marteinn Þór Harðarson,Jóhanna Katrín Eggertsdóttir,21,3.5,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Syria,6,6,NA,10,0,0,6,3,0,NA,0,0,0,1,Abdullatif Hanano,Imad Fattash,19,3.1666666666666665,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Panama,3,3,NA,13,1,0,2,0,1,NA,0,0,0,1,David Narvaez,NA,17,5.666666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Venezuela,3,2,1,11,0,0,6,0,0,NA,0,0,0,1,Rafael Sánchez,Laura Vielma Herrero,17,5.666666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Honduras,2,2,NA,14,0,0,1,0,0,NA,0,0,0,2,Mariano Eliseo Solorzano Alvarado,Mario Roberto Canales Villanueva,15,7.5,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Guatemala,2,1,1,7,0,0,4,0,0,NA,0,0,0,1,Francisco José Martínez Figueroa,NA,11,5.5,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Kosovo,6,5,1,4,1,0,4,0,0,NA,0,0,0,0,Ramadan Limani,Kajtaz Bllaca,9,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Cuba,1,1,NA,2,6,0,0,0,0,NA,0,0,0,0,Enech García Martínez,NA,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Bolivia,6,3,3,4,0,0,2,0,0,NA,0,0,0,0,Gustavo Michel Garcia,Jaime Manuel Rojas Claure,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Liechtenstein,2,2,NA,1,1,0,3,0,0,NA,0,0,0,0,Florian Meier,Philipp Wirth,5,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Montenegro,2,1,1,3,0,0,2,0,0,NA,0,0,0,0,Sinisa Stamatovic,Gojko Jelovac,5,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Uganda,5,3,2,2,0,0,0,0,0,NA,0,0,0,0,Jasper Okello,Cyrus Ssebugenyi,2,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Kuwait,3,3,NA,0,0,0,0,0,0,NA,0,0,0,0,Ibrahim Alqattan,Jamal H. Mohammad,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2011,People's Republic of China,6,6,NA,42,12,42,42,42,9,NA,6,0,0,0,Bin Xiong,Zhigang Feng,189,31.5,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,United States of America,6,6,NA,42,18,35,42,42,5,NA,6,0,0,0,Zuming Feng,Po-Shen Loh,184,30.666666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Singapore,6,6,NA,42,27,23,42,36,9,NA,4,1,1,0,Yan Loi Wong,Wei Kit Derrick Wong,179,29.833333333333332,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Russian Federation,6,5,1,42,10,23,40,42,4,NA,2,4,0,0,Nazar Agakhanov,Dmitry Tereshin,161,26.833333333333332,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Thailand,6,6,NA,39,11,23,42,42,3,NA,3,2,1,0,Wicharn Lewkeeratiyutkul,Keng Wiboonton,160,26.666666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Türkiye,6,6,NA,42,3,23,40,37,14,NA,3,2,1,0,Okan Tekman,Azer Kerimov,159,26.5,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Democratic People's Republic of Korea,6,6,NA,39,3,36,28,42,9,NA,3,3,0,0,NA,Ryong Gol Yom,157,26.166666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Romania,6,6,NA,40,5,25,42,39,3,NA,1,5,0,0,Radu Gologan,Mihai Bălună,154,25.666666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Taiwan,6,6,NA,42,6,17,42,41,6,NA,2,4,0,0,Sen-Peng Eu,Yen-Chi Roger Lin,154,25.666666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Islamic Republic of Iran,6,5,1,40,3,15,42,41,10,NA,2,4,0,0,Arash Rastegar,Omid Naghshineh Arjmand,151,25.166666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Germany,6,5,1,42,11,18,36,36,7,NA,1,3,2,0,Hans-Dietrich Gronau,Eric Müller,150,25,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Japan,6,6,NA,42,15,8,41,36,5,NA,2,2,2,0,Yasuo Morita,Takahiko Fujita,147,24.5,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Republic of Korea,6,6,NA,42,7,24,30,36,5,NA,2,3,0,1,Yongjin Song,Seunghun Yi,144,24,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2011,Hong Kong,6,6,NA,42,4,17,36,32,7,NA,2,1,3,0,Tat Wing Leung,Wai Hoi Bobby Poon,138,23,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Poland,6,6,NA,37,1,17,42,36,3,NA,2,2,1,1,Andrzej Komisarski,Michał Pilipczuk,136,22.666666666666668,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2011,Ukraine,6,6,NA,37,14,14,40,28,3,NA,1,2,3,0,Bogdan Rublov,Nataliia Prokopenko,136,22.666666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Canada,6,5,1,42,4,9,42,34,1,NA,1,2,3,0,Dorette Pronk,David Arthur,132,22,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,United Kingdom,6,6,NA,42,10,10,36,34,0,NA,2,1,2,1,James Cranch,Jack Shotton,132,22,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2011,Italy,6,6,NA,38,15,5,42,29,0,NA,1,3,1,1,Roberto Dvornicich,Samuele Mongodi,129,21.5,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2011,Brazil,6,4,2,38,3,3,42,33,2,NA,0,3,3,0,Nicolau Corção Saldanha,Eduardo Tengan,121,20.166666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Bulgaria,6,6,NA,42,1,15,37,22,4,NA,0,2,3,1,Nikolai Nikolov,Peter Boyvalenkov,121,20.166666666666668,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2011,Mexico,6,6,NA,42,4,0,41,30,3,NA,0,2,4,0,Radmila Bulajich,Leonardo Ignacio Martínez Sandoval,120,20,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,India,6,5,1,36,9,2,39,33,0,NA,1,1,2,2,Chudamani R Pranesachar,Prithwijit De,119,19.833333333333332,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Israel,6,6,NA,42,2,9,31,35,0,NA,1,0,4,1,Lev Radzivilovsky,Dmitry Novikov,119,19.833333333333332,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2011,Australia,6,5,1,38,4,1,40,32,1,NA,0,3,3,0,Ivan Guo,Graham Robert White,116,19.333333333333332,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Hungary,6,6,NA,39,6,8,32,27,4,NA,0,2,3,1,József Pelikán,Sándor Dobos,116,19.333333333333332,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2011,Serbia,6,6,NA,38,10,10,32,23,3,NA,1,2,1,1,Đorđe Krtinić,Dušan Đukić,116,19.333333333333332,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Netherlands,6,5,1,38,7,1,42,25,2,NA,0,2,3,1,Johan Konter,Sietske Tacoma,115,19.166666666666668,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2011,Indonesia,6,6,NA,41,2,6,36,27,2,NA,0,2,4,0,Hery Susanto,Yudi Satria,114,19,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,New Zealand,6,6,NA,39,11,0,38,26,0,NA,0,2,2,2,Chris Tuffley,Ilya Chevyrev,114,19,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Belarus,6,4,2,34,3,6,31,37,2,NA,0,2,3,1,Igor Voronovich,Sergei Mazanik,113,18.833333333333332,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2011,Peru,6,6,NA,39,9,7,33,25,0,NA,1,0,2,3,Mariano Adán González Ulloa,Jorge Tipe Villanueva,113,18.833333333333332,0.5,NA,NA,NA,NA,NA,NA,NA,NA
2011,Vietnam,6,6,NA,42,1,8,29,32,1,NA,0,0,6,0,Hà Huy Khoái,Nguyễn Khắc Minh,113,18.833333333333332,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,France,6,5,1,38,5,8,36,24,0,NA,0,1,4,1,Claude Deschamps,Pierre Bornsztein,111,18.5,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2011,Slovakia,6,5,1,38,7,0,41,24,1,NA,0,2,3,1,Peter Novotný,Tomáš Kocák,111,18.5,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2011,Austria,6,6,NA,38,17,2,32,21,0,NA,0,2,2,2,Robert Geretschläger,Walther Janous,110,18.333333333333332,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Croatia,6,6,NA,41,4,1,42,22,0,NA,0,1,5,0,Mea Bombardelli,Tonći Kokan,110,18.333333333333332,1,NA,NA,NA,NA,NA,NA,NA,NA
2011,Kazakhstan,6,6,NA,42,0,6,25,29,3,NA,0,1,3,2,Yerzhan Baisalov,Anton Vassilyev,105,17.5,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Czech Republic,6,6,NA,40,1,7,35,18,0,NA,0,1,3,2,Martin Panák,Pavel Calábek,101,16.833333333333332,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Greece,6,6,NA,38,7,8,18,20,8,NA,1,0,3,1,Anargyros Fellouris,Evangelos Zotos,99,16.5,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Malaysia,6,6,NA,37,0,10,25,19,2,NA,1,1,1,2,M. Suhaimi Ramly,Daud Mohamad,93,15.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA
2011,South Africa,6,5,1,36,1,2,31,22,1,NA,0,1,2,2,Stephan Wagner,Jacobus van Zyl,93,15.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA
2011,Belgium,6,6,NA,38,4,2,32,11,1,NA,0,0,4,1,Bart Windels,Philippe Niederkorn,88,14.666666666666666,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Switzerland,6,5,1,27,18,0,25,18,0,NA,0,2,1,1,Julian Kellerhals,Dimitri Wyss,88,14.666666666666666,0.5,NA,NA,NA,NA,NA,NA,NA,NA
2011,Lithuania,6,4,2,42,2,2,29,12,0,NA,0,0,4,2,Artūras Dubickas,Romualdas Kašuba,87,14.5,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Republic of Moldova,6,6,NA,40,0,7,21,18,0,NA,0,1,0,4,Marcel Teleucă,Valentina Ceapa,86,14.333333333333334,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Portugal,6,5,1,28,5,7,24,22,0,NA,1,0,2,1,Alfredo Costa,Filipe Valeriano,86,14.333333333333334,0.5,NA,NA,NA,NA,NA,NA,NA,NA
2011,Spain,6,6,NA,35,3,0,30,15,0,NA,0,0,3,1,María Gaspar Alonso-Vega,Luis Hernández,83,13.833333333333334,0.5,NA,NA,NA,NA,NA,NA,NA,NA
2011,Argentina,6,5,1,36,7,1,23,9,1,NA,1,0,0,4,Patricia Fauring,Flora Gutierrez,77,12.833333333333334,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Denmark,6,6,NA,34,0,1,29,12,0,NA,0,1,1,2,Kai Neergård,Sune Precht Reeh,76,12.666666666666666,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2011,Estonia,6,5,1,32,9,0,30,5,0,NA,0,0,2,3,Urve Kangro,Oleg Košik,76,12.666666666666666,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2011,Colombia,6,4,2,34,0,2,20,14,3,NA,0,0,1,4,Maria Elizabeth Losada,Esteban González,73,12.166666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Macau,6,6,NA,29,1,0,32,9,0,NA,0,0,2,3,Ieng Tak Leong,Lung Yam Wan,71,11.833333333333334,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2011,Mongolia,6,5,1,40,0,4,10,12,3,NA,0,0,2,3,Dashdorj Tserendorj,Bum-Erdene Gendenjamts,69,11.5,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2011,Philippines,5,4,1,28,0,0,24,17,0,NA,0,0,3,0,Julius Magalona Basilla,Glen Mackenzie Co Ong,69,13.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA
2011,Sweden,6,5,1,32,0,1,17,19,0,NA,0,1,0,3,Paul Vaderlind,Victor Ufnarovski,69,11.5,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Finland,6,6,NA,31,2,1,19,15,0,NA,0,1,0,3,Anne-Maria Ernvall-Hytönen,Esa Vesalainen,68,11.333333333333334,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Georgia,6,6,NA,34,0,0,17,16,1,NA,0,0,2,2,George Chelidze,Givi Nadibaidze,68,11.333333333333334,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2011,Latvia,6,5,1,28,1,0,25,12,2,NA,0,1,1,1,Māris Valdats,Juris Škuškovniks,68,11.333333333333334,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2011,Tajikistan,6,6,NA,35,0,3,9,17,4,NA,0,1,0,2,Umed Karimov,Yusuf Balkash,68,11.333333333333334,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Norway,6,5,1,33,9,0,18,7,0,NA,0,1,0,3,Dávid Kunszenti-Kovács,Johannes Kleppe,67,11.166666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Bosnia and Herzegovina,6,4,2,31,2,1,13,17,0,NA,0,0,1,4,Dino Oglić,Vladimir Vladičić,64,10.666666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Morocco,6,5,1,30,0,11,9,14,0,NA,0,1,1,2,Moulay Ahmed Moussaoui,Abdellatif Zerouale,64,10.666666666666666,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2011,Slovenia,6,4,2,31,2,1,24,6,0,NA,0,0,1,3,Gregor Dolinar,Jure Vogrinc,64,10.666666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Turkmenistan,6,6,NA,31,1,2,22,4,4,NA,0,0,3,1,Erol Aslan,Arslan Hojiyev,64,10.666666666666666,0.5,NA,NA,NA,NA,NA,NA,NA,NA
2011,Uzbekistan,5,4,1,28,0,4,10,18,2,NA,0,0,1,2,Shuhrat Ismailov,Muratkhon Sharakhimov,62,12.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA
2011,Armenia,5,5,NA,32,7,1,13,6,2,NA,0,1,0,3,Nairi Sedrakyan,Kirakos Gasparyan,61,12.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA
2011,Azerbaijan,6,6,NA,21,0,14,8,14,4,NA,0,1,1,1,Fuad Garayev,Jafar Jafarov,61,10.166666666666666,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2011,Costa Rica,4,4,NA,28,0,1,13,15,0,NA,0,1,0,3,Mario Alberto Marín Sánchez,Daniel Campos Salas,57,14.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA
2011,Saudi Arabia,6,6,NA,21,0,4,13,15,0,NA,0,0,2,0,Fawzi Al-Thukair,Najla Altwaijry,53,8.833333333333334,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2011,Cyprus,6,6,NA,24,0,1,12,12,2,NA,0,0,1,1,Andreas Philippou,Dimitrios Karantanos,51,8.5,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Bangladesh,6,5,1,26,0,0,10,13,1,NA,0,0,1,1,Mahbub Alam Majumdar,A A Munir Hasan,50,8.333333333333334,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Sri Lanka,6,6,NA,23,0,0,9,17,0,NA,0,0,1,2,Chanakya Janak Wijeratne,Supun Thamara Samarakoon,49,8.166666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Chile,6,6,NA,26,0,7,4,11,0,NA,0,0,1,1,Hernan Burgos,Victor Cortes,48,8,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Iceland,6,4,2,29,0,0,13,6,0,NA,0,0,0,3,Marteinn Þór Harðarson,Johanna Katrin Eggertsdottir,48,8,0,NA,NA,NA,NA,NA,NA,NA,NA
2011,Luxembourg,6,5,1,28,0,1,14,5,0,NA,0,0,1,2,Bernard Felten,Philippe Schram,48,8,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Tunisia,6,6,NA,24,0,0,13,9,0,NA,0,0,1,1,Taoufik Charrada,Raouf Thabet,46,7.666666666666667,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Nigeria,6,4,2,17,0,1,10,11,1,NA,0,0,1,0,Samson Olatunji Ale,Steve Dele Oluwaniyi,40,6.666666666666667,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,North Macedonia,6,5,1,18,0,4,9,5,2,NA,0,0,1,0,Vesna Manova-Erakovik,Alekso Malcheski,38,6.333333333333333,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Paraguay,5,4,1,19,0,0,9,10,0,NA,0,0,0,1,Jose Guillermo von Lucken,Diana Gimenez de von Lucken,38,7.6,0,NA,NA,NA,NA,NA,NA,NA,NA
2011,Pakistan,4,3,1,20,0,2,8,5,0,NA,0,0,1,1,Barbu Berceanu,Ahmad Mahmood Qureshi,35,8.75,0.25,NA,NA,NA,NA,NA,NA,NA,NA
2011,Ivory Coast,6,6,NA,20,0,0,4,10,0,NA,0,0,0,2,Armel Didier Yavo,Kouassi Sylvestre Konin,34,5.666666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA
2011,Ecuador,6,5,1,17,0,0,7,8,0,NA,0,0,1,0,Vicente Torres,Jorge Chamaidan,32,5.333333333333333,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2011,Puerto Rico,4,4,NA,15,0,0,11,6,0,NA,0,0,0,2,Luis Fernando Cáceres Duque,George C. Arzeno,32,8,0,NA,NA,NA,NA,NA,NA,NA,NA
2011,Trinidad and Tobago,6,5,1,12,0,0,13,4,0,NA,0,0,0,1,Indra Haraksingh,Ousha Indira Sinanan,29,4.833333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA
2011,Uruguay,4,4,NA,15,1,0,11,2,0,NA,0,0,0,2,Leonardo Lois Da Silva,Antonio Velázquez Tarditi,29,7.25,0,NA,NA,NA,NA,NA,NA,NA,NA
2011,Ireland,6,4,2,17,0,0,7,2,0,NA,0,0,0,0,Bernd Kreussler,Gordon Lessells,26,4.333333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA
2011,Albania,6,4,2,18,0,0,2,4,0,NA,0,0,0,1,Fatmir Hoxha,Artur Baxhaku,24,4,0,NA,NA,NA,NA,NA,NA,NA,NA
2011,Kosovo,6,5,1,15,0,1,2,4,0,NA,0,0,0,1,Ramadan Limani,Kajtaz Bllaca,22,3.6666666666666665,0,NA,NA,NA,NA,NA,NA,NA,NA
2011,Venezuela,2,2,NA,14,0,0,5,2,0,NA,0,0,0,2,Rafael Sánchez,Laura Vielma Herrero,21,10.5,0,NA,NA,NA,NA,NA,NA,NA,NA
2011,Bolivia,4,3,1,9,0,0,7,1,0,NA,0,0,0,1,Jaime Manuel Rojas Claure,Ismael Chávez Guevara,17,4.25,0,NA,NA,NA,NA,NA,NA,NA,NA
2011,Kyrgyzstan,5,5,NA,11,0,0,0,0,3,NA,0,0,0,1,Buras Boljiev,Taalaibek Dyikanov,14,2.8,0,NA,NA,NA,NA,NA,NA,NA,NA
2011,Syria,6,6,NA,9,0,0,3,2,0,NA,0,0,0,1,Abdullatif Hanano,Imad Fattash,14,2.3333333333333335,0,NA,NA,NA,NA,NA,NA,NA,NA
2011,Montenegro,4,3,1,11,0,0,1,1,0,NA,0,0,0,1,Sinisa Stamatovic,Verica Ivanovic,13,3.25,0,NA,NA,NA,NA,NA,NA,NA,NA
