year,country,team_size_all,team_size_male,team_size_female,p1,p2,p3,p4,p5,p6,p7,awards_gold,awards_silver,awards_bronze,awards_honorable_mentions,leader,deputy_leader,total_score,average_score_per_contestant,medal_Efficiency,Country Code,Value_gross_enr_ratio_for_tertirary_edu,Value_gov_expen_as_perc_of_GPP,Value_literacy_rate,Region,Income Group,Gov_Investment_Per_Medal,Lit_Performance_Ratio,SE.TER.GRAD.SC.ZS,IT.NET.USER.P2,SL.TLF.ADVN.ZS,UIS.X.US.FSGOV,UIS.X.USCONST.FSGOV,NY.GDP.PCAP.CD,SE.XPD.TOTL.GB.ZS,SE.XPD.CUR.TOTL.ZS,OECD.TSAL.1.E10
2011,Japan,6,6,NA,42,15,8,41,36,5,NA,2,2,2,0,Yasuo Morita,Takahiko Fujita,147,24.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.05411352,NA,207630.42392,169780.91618,48167.9972684965,9.44917,87.49195,38665.4570062748
2011,Republic of Korea,6,6,NA,42,7,24,30,36,5,NA,2,3,0,1,Yongjin Song,Seunghun Yi,144,24,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Hong Kong,6,6,NA,42,4,17,36,32,7,NA,2,1,3,0,Tat Wing Leung,Wai Hoi Bobby Poon,138,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Poland,6,6,NA,37,1,17,42,36,3,NA,2,2,1,1,Andrzej Komisarski,Michał Pilipczuk,136,22.666666666666668,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,3.52028,61.94999897,80.0055999755859,25490.37062,21225.15763,13893.509259001,10.98486,91.11069,13605.2218405395
2011,Ukraine,6,6,NA,37,14,14,40,28,3,NA,1,2,3,0,Bogdan Rublov,Nataliia Prokopenko,136,22.666666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA,2.9883,28.70826284,NA,10054.51077,7810.89239,3569.75702740477,13.48432,96.46806,NA
2011,Canada,6,5,1,42,4,9,42,34,1,NA,1,2,3,0,Dorette Pronk,David Arthur,132,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,76.6849975585938,85101.28831,71755.90486,52101.7960864825,12.21914,89.55127,53630.6048731799
2011,United Kingdom,6,6,NA,42,10,10,36,34,0,NA,2,1,2,1,James Cranch,Jack Shotton,132,22,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,8.83694,85.37999855,85.0254974365234,138495.70449,133817.31784,42038.5004790349,12.6972,93.84577,NA
2011,Italy,6,6,NA,38,15,5,42,29,0,NA,1,3,1,1,Roberto Dvornicich,Samuele Mongodi,129,21.5,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,6.11824,54.3899983,74.8905029296875,94331.09868,81695.17744,38599.0622070322,8.39238,95.26047,30019.9098095442
2011,Brazil,6,4,2,38,3,3,42,33,2,NA,0,3,3,0,Nicolau Corção Saldanha,Eduardo Tengan,121,20.166666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA,1.79097,45.69,82.6673965454102,150102.16643,118661.81217,13245.6124995448,15.26901,93.88415,NA
2011,Bulgaria,6,6,NA,42,1,15,37,22,4,NA,0,2,3,1,Nikolai Nikolov,Peter Boyvalenkov,121,20.166666666666668,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,2.17822,47.97999305,73.2379989624023,2045.83434,1834.08416,7813.80669236432,11.10005,95.22863,NA
2011,Mexico,6,6,NA,42,4,0,41,30,3,NA,0,2,4,0,Radmila Bulajich,Leonardo Ignacio Martínez Sandoval,120,20,1,NA,NA,NA,NA,NA,NA,NA,NA,2.82233,37.17629541,80.8443984985352,60271.64684,50426.43424,10203.4208543113,18.42102,96.09746,15173.7431836059
2011,India,6,5,1,36,9,2,39,33,0,NA,1,1,2,2,Chudamani R Pranesachar,Prithwijit De,119,19.833333333333332,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.07,NA,63609.40835,58754.33066,1458.10352686177,13.56491,NA,NA
2011,Israel,6,6,NA,42,2,9,31,35,0,NA,1,0,4,1,Lev Radzivilovsky,Dmitry Novikov,119,19.833333333333332,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.87387799,76.6500015258789,14555.6506,16160.11597,33669.2464692884,13.99305,91.61831,24223.6790166714
2011,Australia,6,5,1,38,4,1,40,32,1,NA,0,3,3,0,Ivan Guo,Graham Robert White,116,19.333333333333332,1,NA,NA,NA,NA,NA,NA,NA,NA,4.24266,79.48769771,86.6399993896484,70873.16659,57438.08615,62517.8337471503,13.485,NA,48522.4721647235
2011,Hungary,6,6,NA,39,6,8,32,27,4,NA,0,2,3,1,József Pelikán,Sándor Dobos,116,19.333333333333332,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,3.60837,68.01998789,75.4619979858398,6477.08599,5604.58745,14150.9667263678,9.29022,90.91073,12215.6180766632
2011,Serbia,6,6,NA,38,10,10,32,23,3,NA,1,2,1,1,Đorđe Krtinić,Dušan Đukić,116,19.333333333333332,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,3.61986,42.2,63.331600189209,2087.73901,1732.42965,6809.15980400146,10.17957,97.43307,NA
2011,Netherlands,6,5,1,38,7,1,42,25,2,NA,0,2,3,1,Johan Konter,Sietske Tacoma,115,19.166666666666668,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.41999576,79.7064971923828,49390.58951,42379.40237,54159.3466126142,11.88771,88.18881,44950.7191718694
2011,Indonesia,6,6,NA,41,2,6,36,27,2,NA,0,2,4,0,Hery Susanto,Yudi Satria,114,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.28,85.4476013183594,28480.73489,23813.87874,3643.04393616102,18.00613,87.42566,NA
2011,New Zealand,6,6,NA,39,11,0,38,26,0,NA,0,2,2,2,Chris Tuffley,Ilya Chevyrev,114,19,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.23,NA,10167.85996,10917.13147,38426.5508077771,15.77792,NA,41755.3496460401
2011,Belarus,6,4,2,34,3,6,31,37,2,NA,0,2,3,1,Igor Voronovich,Sergei Mazanik,113,18.833333333333332,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.64889566,NA,2893.22513,2553.08007,6519.23019498892,11.62665,92.19555,NA
2011,Peru,6,6,NA,39,9,7,33,25,0,NA,1,0,2,3,Mariano Adán González Ulloa,Jorge Tipe Villanueva,113,18.833333333333332,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.01,85.4693984985352,4574.87603,4440.22772,5869.32307961474,13.55255,79.55277,NA
2011,Vietnam,6,6,NA,42,1,8,29,32,1,NA,0,0,6,0,Hà Huy Khoái,Nguyễn Khắc Minh,113,18.833333333333332,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,France,6,5,1,38,5,8,36,24,0,NA,0,1,4,1,Claude Deschamps,Pierre Bornsztein,111,18.5,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.81999899,77.9078979492188,NA,NA,43790.7320482019,NA,NA,30962.6487536147
2011,Slovakia,6,5,1,38,7,0,41,24,1,NA,0,2,3,1,Peter Novotný,Tomáš Kocák,111,18.5,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Austria,6,6,NA,38,17,2,32,21,0,NA,0,2,2,2,Robert Geretschläger,Walther Janous,110,18.333333333333332,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,5.43598,78.7399931,75.9107971191406,24109.4266,21838.11826,51374.9584066934,10.98849,95.92864,37114.5824752361
2011,Croatia,6,6,NA,41,4,1,42,22,0,NA,0,1,5,0,Mea Bombardelli,Tonći Kokan,110,18.333333333333332,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.78997899,72.3746032714844,2587.77017,2161.99334,14566.6297259084,8.55059,96.28571,NA
2011,Kazakhstan,6,6,NA,42,0,6,25,29,3,NA,0,1,3,2,Yerzhan Baisalov,Anton Vassilyev,105,17.5,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6,NA,NA,NA,11634.0019047654,NA,93.31233,NA
2011,Czech Republic,6,6,NA,40,1,7,35,18,0,NA,0,1,3,2,Martin Panák,Pavel Calábek,101,16.833333333333332,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Greece,6,6,NA,38,7,8,18,20,8,NA,1,0,3,1,Anargyros Fellouris,Evangelos Zotos,99,16.5,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,7.48675,51.64999517,79.4225997924805,NA,NA,25916.2935289351,NA,NA,26112.1856767229
2011,Malaysia,6,6,NA,37,0,10,25,19,2,NA,1,1,1,2,M. Suhaimi Ramly,Daud Mohamad,93,15.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,5.41503,61,65.6600036621094,17170.78904,13528.78219,10399.372753345,20.97702,94.35249,NA
2011,South Africa,6,5,1,36,1,2,31,22,1,NA,0,1,2,2,Stephan Wagner,Jacobus van Zyl,93,15.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.97,84.222900390625,NA,NA,8007.41284634441,NA,NA,NA
2011,Belgium,6,6,NA,38,4,2,32,11,1,NA,0,0,4,1,Bart Windels,Philippe Niederkorn,88,14.666666666666666,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,3.54039,81.609996,76.0338973999023,33616.48749,29874.43108,47348.5250202016,11.70031,96.38167,NA
2011,Switzerland,6,5,1,27,18,0,25,18,0,NA,0,2,1,1,Julian Kellerhals,Dimitri Wyss,88,14.666666666666666,0.5,NA,NA,NA,NA,NA,NA,NA,NA,5.50065,85.19302818,81.1942977905273,34768.12556,30554.83592,88415.6108120697,15.5535,90.99284,59444.647092128
2011,Lithuania,6,4,2,42,2,2,29,12,0,NA,0,0,4,2,Artūras Dubickas,Romualdas Kašuba,87,14.5,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,2.60024,63.6399774,83.8324966430664,2228.54728,2016.45488,14338.6435140155,12.33635,88.34333,NA
2011,Republic of Moldova,6,6,NA,40,0,7,21,18,0,NA,0,1,0,4,Marcel Teleucă,Valentina Ceapa,86,14.333333333333334,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Portugal,6,5,1,28,5,7,24,22,0,NA,1,0,2,1,Alfredo Costa,Filipe Valeriano,86,14.333333333333334,0.5,NA,NA,NA,NA,NA,NA,NA,NA,5.57679,55.24999688,82.5942001342773,12541.77798,11012.10622,23186.9131283278,10.23923,97.24226,37152.1257936895
2011,Spain,6,6,NA,35,3,0,30,15,0,NA,0,0,3,1,María Gaspar Alonso-Vega,Luis Hernández,83,13.833333333333334,0.5,NA,NA,NA,NA,NA,NA,NA,NA,4.26331,67.08999939,82.1605987548828,72414.29007,60214.5753,31636.4463142558,10.61811,89.22807,39077.1307513673
2011,Argentina,6,5,1,36,7,1,23,9,1,NA,1,0,0,4,Patricia Fauring,Flora Gutierrez,77,12.833333333333334,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,3.61982,51,83.6411972045898,28048.96788,33320.59681,12848.8641969705,15.15856,NA,NA
2011,Denmark,6,6,NA,34,0,1,29,12,0,NA,0,1,1,2,Kai Neergård,Sune Precht Reeh,76,12.666666666666666,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,4.14493,89.81001339,79.1328964233398,29188.17499,25218.1504,61753.647131977,15.03626,96.33322,48615.5820267495
2011,Estonia,6,5,1,32,9,0,30,5,0,NA,0,0,2,3,Urve Kangro,Oleg Košik,76,12.666666666666666,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,4.92898,76.5,79.3790969848633,1162.53964,1121.99387,17624.0441399335,13.4062,NA,12306.431726781
2011,Colombia,6,4,2,34,0,2,20,14,3,NA,0,0,1,4,Maria Elizabeth Losada,Esteban González,73,12.166666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,2.02506,40.35091575,78.9001998901367,14958.8705,11452.71676,7324.3832858034,15.52914,79.10758,NA
2011,Macau,6,6,NA,29,1,0,32,9,0,NA,0,0,2,3,Ieng Tak Leong,Lung Yam Wan,71,11.833333333333334,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Mongolia,6,5,1,40,0,4,10,12,3,NA,0,0,2,3,Dashdorj Tserendorj,Bum-Erdene Gendenjamts,69,11.5,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2.94864,12.49999111,76.0294036865234,479.79079,356.7642,3757.5586328813,12.15085,NA,NA
2011,Philippines,5,4,1,28,0,0,24,17,0,NA,0,0,3,0,Julius Magalona Basilla,Glen Mackenzie Co Ong,69,13.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,65.129997253418,NA,NA,2345.32775427825,NA,NA,NA
2011,Sweden,6,5,1,32,0,1,17,19,0,NA,0,1,0,3,Paul Vaderlind,Victor Ufnarovski,69,11.5,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,4.45677,92.76998606,82.6809997558594,36552.12383,30493.01829,60612.8788325926,13.17739,94.21822,34069.6312387892
2011,Finland,6,6,NA,31,2,1,19,15,0,NA,0,1,0,3,Anne-Maria Ernvall-Hytönen,Esa Vesalainen,68,11.333333333333334,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,4.67062,88.70999491,76.4470977783203,17739.59582,15862.81162,51081.9976703127,11.91888,92.83594,35741.7900258717
2011,Georgia,6,6,NA,34,0,0,17,16,1,NA,0,0,2,2,George Chelidze,Givi Nadibaidze,68,11.333333333333334,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.52,76.5849990844727,389.1895,327.0586,4021.74330617286,9.26943,NA,NA
2011,Latvia,6,5,1,28,1,0,25,12,2,NA,0,1,1,1,Māris Valdats,Juris Škuškovniks,68,11.333333333333334,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2.01183,69.74995456,83.8258972167969,1405.44125,1260.73429,13713.8553053545,12.71531,87.71001,NA
2011,Tajikistan,6,6,NA,35,0,3,9,17,4,NA,0,1,0,2,Umed Karimov,Yusuf Balkash,68,11.333333333333334,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.03,NA,256.677,187.54455,847.382101810518,14.56051,NA,NA
2011,Norway,6,5,1,33,9,0,18,7,0,NA,0,1,0,3,Dávid Kunszenti-Kovács,Johannes Kleppe,67,11.166666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.48998265,85.8529968261719,32161.80727,23045.78131,100600.562407589,14.95735,89.85779,37585.4931575994
2011,Bosnia and Herzegovina,6,4,2,31,2,1,13,17,0,NA,0,0,1,4,Dino Oglić,Vladimir Vladičić,64,10.666666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.88768653,83.706901550293,NA,NA,5092.55194328895,NA,NA,NA
2011,Morocco,6,5,1,30,0,11,9,14,0,NA,0,1,1,2,Moulay Ahmed Moussaoui,Abdellatif Zerouale,64,10.666666666666666,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1074826,NA,NA,NA,3046.94913644957,NA,NA,NA
2011,Slovenia,6,4,2,31,2,1,24,6,0,NA,0,0,1,3,Gregor Dolinar,Jure Vogrinc,64,10.666666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,3.31851,67.33999481,80.2449035644531,2854.65744,2459.29513,25095.1326282071,12.07168,91.4231,29384.971647831
2011,Turkmenistan,6,6,NA,31,1,2,22,4,4,NA,0,0,3,1,Erol Aslan,Arslan Hojiyev,64,10.666666666666666,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5649.95227819669,NA,NA,NA
2011,Uzbekistan,5,4,1,28,0,4,10,18,2,NA,0,0,1,2,Shuhrat Ismailov,Muratkhon Sharakhimov,62,12.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,NA,NA,NA,1926.29299673401,NA,NA,NA
2011,Armenia,5,5,NA,32,7,1,13,6,2,NA,0,1,0,3,Nairi Sedrakyan,Kirakos Gasparyan,61,12.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,69.1136016845703,318.85246,284.17392,3525.80474671153,12.59334,NA,NA
2011,Azerbaijan,6,6,NA,21,0,14,8,14,4,NA,0,1,1,1,Fuad Garayev,Jafar Jafarov,61,10.166666666666666,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,8.33034,50,NA,1606.34279,912.37236,7189.69122920765,7.21986,97.24793,NA
2011,Costa Rica,4,4,NA,28,0,1,13,15,0,NA,0,1,0,3,Mario Alberto Marín Sánchez,Daniel Campos Salas,57,14.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,1.01464,39.212196,73.8010025024414,2728.20579,3032.79085,9121.93251763187,23.00962,NA,NA
2011,Saudi Arabia,6,6,NA,21,0,4,13,15,0,NA,0,0,2,0,Fawzi Al-Thukair,Najla Altwaijry,53,8.833333333333334,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,10.41398,47.5,NA,NA,NA,23745.8016143404,NA,NA,NA
2011,Cyprus,6,6,NA,24,0,1,12,12,2,NA,0,0,1,1,Andreas Philippou,Dimitrios Karantanos,51,8.5,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,3.0349,56.85989235,83.3124008178711,1802.3789,1451.64961,32396.3857437121,15.49765,89.71849,NA
2011,Bangladesh,6,5,1,26,0,0,10,13,1,NA,0,0,1,1,Mahbub Alam Majumdar,A A Munir Hasan,50,8.333333333333334,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,2458.55646,3244.66361,861.758444349051,16.79397,99.4854,NA
2011,Sri Lanka,6,6,NA,23,0,0,9,17,0,NA,0,0,1,2,Chanakya Janak Wijeratne,Supun Thamara Samarakoon,49,8.166666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,82.8019027709961,1180.88803,1174.66324,3200.83382914016,9.11016,83.20235,NA
2011,Chile,6,6,NA,26,0,7,4,11,0,NA,0,0,1,1,Hernan Burgos,Victor Cortes,48,8,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.24960729,84.440803527832,10204.06313,9544.76155,14637.2402355403,17.74974,NA,21728.4202619138
2011,Iceland,6,4,2,29,0,0,13,6,0,NA,0,0,0,3,Marteinn Þór Harðarson,Johanna Katrin Eggertsdottir,48,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.8196868,90.7949981689453,1033.54503,1327.90133,47516.8757402109,15.41712,94.53566,26296.9784362399
2011,Luxembourg,6,5,1,28,0,1,14,5,0,NA,0,0,1,2,Bernard Felten,Philippe Schram,48,8,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.02985856,79.2488021850586,NA,NA,115761.507705096,NA,NA,82735.8680485778
2011,Tunisia,6,6,NA,24,0,0,13,9,0,NA,0,0,1,1,Taoufik Charrada,Raouf Thabet,46,7.666666666666667,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1,69.801399230957,NA,NA,4264.67494604737,NA,NA,NA
2011,Nigeria,6,4,2,17,0,1,10,11,1,NA,0,0,1,0,Samson Olatunji Ale,Steve Dele Oluwaniyi,40,6.666666666666667,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,NA,NA,NA,2520.40416579378,NA,NA,NA
2011,North Macedonia,6,5,1,18,0,4,9,5,2,NA,0,0,1,0,Vesna Manova-Erakovik,Alekso Malcheski,38,6.333333333333333,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,3.40034,56.7,80.9738998413086,NA,NA,5063.78698606358,NA,NA,NA
2011,Paraguay,5,4,1,19,0,0,9,10,0,NA,0,0,0,1,Jose Guillermo von Lucken,Diana Gimenez de von Lucken,38,7.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.76351588,88.0130996704102,1246.55692,1130.18166,5322.96375987671,23.29774,92.07037,NA
2011,Pakistan,4,3,1,20,0,2,8,5,0,NA,0,0,1,1,Barbu Berceanu,Ahmad Mahmood Qureshi,35,8.75,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,61.3785018920898,3936.18389,4820.04766,1164.97612914872,10.92461,NA,NA
2011,Ivory Coast,6,6,NA,20,0,0,4,10,0,NA,0,0,0,2,Armel Didier Yavo,Kouassi Sylvestre Konin,34,5.666666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Ecuador,6,5,1,17,0,0,7,8,0,NA,0,0,1,0,Vicente Torres,Jorge Chamaidan,32,5.333333333333333,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.36680836,79.5621032714844,3747.32378,4233.03336,5200.55579014874,11.97611,NA,NA
2011,Puerto Rico,4,4,NA,15,0,0,11,6,0,NA,0,0,0,2,Luis Fernando Cáceres Duque,George C. Arzeno,32,8,0,NA,NA,NA,NA,NA,NA,NA,NA,5.16424,48,NA,NA,NA,27278.8830499205,NA,NA,NA
2011,Trinidad and Tobago,6,5,1,12,0,0,13,4,0,NA,0,0,0,1,Indra Haraksingh,Ousha Indira Sinanan,29,4.833333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2,70.5100021362305,NA,NA,19034.1491966652,NA,NA,NA
2011,Uruguay,4,4,NA,15,1,0,11,2,0,NA,0,0,0,2,Leonardo Lois Da Silva,Antonio Velázquez Tarditi,29,7.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.40466106,83.9914016723633,2088.89188,2213.73212,14236.6811883717,15.16272,95.3728,NA
2011,Ireland,6,4,2,17,0,0,7,2,0,NA,0,0,0,0,Bernd Kreussler,Gordon Lessells,26,4.333333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.88997297,82.2049026489258,13911.75768,12706.85963,51848.9097301621,12.56876,93.308090000000007,49059.5556577158
2011,Albania,6,4,2,18,0,0,2,4,0,NA,0,0,0,1,Fatmir Hoxha,Artur Baxhaku,24,4,0,NA,NA,NA,NA,NA,NA,NA,NA,4.51705,49,74.5169982910156,NA,NA,4437.17806741261,NA,NA,NA
2011,Kosovo,6,5,1,15,0,1,2,4,0,NA,0,0,0,1,Ramadan Limani,Kajtaz Bllaca,22,3.6666666666666665,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3736.70083342298,NA,NA,NA
2011,Venezuela,2,2,NA,14,0,0,5,2,0,NA,0,0,0,2,Rafael Sánchez,Laura Vielma Herrero,21,10.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Bolivia,4,3,1,9,0,0,7,1,0,NA,0,0,0,1,Jaime Manuel Rojas Claure,Ismael Chávez Guevara,17,4.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,81.5279006958008,NA,NA,2346.33717022581,NA,NA,NA
2011,Kyrgyzstan,5,5,NA,11,0,0,0,0,3,NA,0,0,0,1,Buras Boljiev,Taalaibek Dyikanov,14,2.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Syria,6,6,NA,9,0,0,3,2,0,NA,0,0,0,1,Abdullatif Hanano,Imad Fattash,14,2.3333333333333335,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Montenegro,4,3,1,11,0,0,1,1,0,NA,0,0,0,1,Sinisa Stamatovic,Verica Ivanovic,13,3.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.61154125,75.836799621582,NA,NA,7318.74469026724,NA,NA,NA
2011,El Salvador,2,2,NA,4,0,1,3,2,1,NA,0,0,0,0,Aarón Ernesto Ramírez Flores,NA,11,5.5,0,NA,NA,NA,NA,NA,NA,NA,NA,0.81838,18.9,86.6592025756836,790.77215,848.38227,3266.04587535311,15.87258,89.75421,NA
2011,Guatemala,4,1,3,4,0,0,4,0,0,NA,0,0,0,0,José García,Javier Ronquillo,8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,85.8210983276367,1391.58606,1702.93748,3187.86620251971,20.24641,97.54731,NA
2011,Honduras,2,2,NA,3,0,0,1,2,0,NA,0,0,0,0,Juan Carlos Iglesias,Luis Armando Ramos Palacios,6,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,87.7148971557617,NA,NA,2088.31530028695,NA,NA,NA
2011,Panama,1,1,NA,1,0,2,2,1,0,NA,0,0,0,0,David Narvaez,NA,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,6.28749,42.7,82.8079986572266,1095.73965,1360.2921,9358.25147451101,13.01972,NA,NA
2011,Liechtenstein,1,1,NA,2,1,0,1,0,0,NA,0,0,0,0,Florian Meier,Philipp Wirth,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,0,85,NA,146.71607,NA,158156.599825792,NA,94.59726,NA
2011,Kuwait,5,5,NA,0,0,0,1,0,0,NA,0,0,0,0,Ibrahim Alqattan,Abdulrazzaq Albaghli,1,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.76907069,NA,NA,NA,48618.8822913341,NA,NA,NA
2011,United Arab Emirates,5,2,3,0,0,0,1,0,0,NA,0,0,0,0,Salim Abdalla Nasir Al-Nuaimi,Aaesha Jasem Ali Al Shamsi,1,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,0.72292,78,NA,NA,NA,39194.6766208456,NA,NA,NA
2010,People's Republic of China,6,5,1,41,42,23,42,24,25,NA,6,0,0,0,Bin Xiong,Zhigang Feng,197,32.833333333333336,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Russian Federation,6,6,NA,41,35,11,42,20,20,NA,4,2,0,0,Nazar Agakhanov,Dmitry Tereshin,169,28.166666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,68.8567962646484,NA,NA,10674.9972024184,NA,NA,NA
2010,United States of America,6,6,NA,40,42,8,42,24,12,NA,3,3,0,0,Zuming Feng,Po-Shen Loh,168,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Republic of Korea,6,6,NA,42,42,24,42,0,6,NA,4,2,0,0,Yong Jin Song,Seunghun Yi,156,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Kazakhstan,6,6,NA,42,35,13,42,4,12,NA,3,2,0,1,Almaz Kungozhin,Sergey Polyanskikh,148,24.666666666666668,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6,NA,NA,NA,9070.48825285747,NA,90.60476,NA
2010,Thailand,6,6,NA,42,42,16,42,5,1,NA,1,5,0,0,Wicharn Lewkeeratiyutkul,Utsanee Leerawat,148,24.666666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,87.7600021362305,11967.46911,12859.7288,5076.34299245077,16.22262,96.72231,NA
