"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Sub-Saharan Africa","Namibia","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2023","9.04","SOURCE:  Estimates of Revenue, Income and Expenditure 01 April 2023 to 31 March 2026 (https://mfpe.gov.na/budget/-/document_library/dcey/view_file/1824801?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_dcey_redirect=https%3A%2F%2Fmfpe.gov.na%2Fbudget%2F-%2Fdocument_library%2Fdcey%2Fview%2F212358%3F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_dcey_redirect%3Dhttps%253A%252F%252Fmfpe.gov.na%252Fbudget%253Fp_p_id%253Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_dcey%2526p_p_lifecycle%253D0%2526p_p_state%253Dnormal%2526p_p_mode%253Dview)"
"SDG: Sub-Saharan Africa","Niger","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2013","3.69","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Sub-Saharan Africa","Niger","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2014","5.10","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Sub-Saharan Africa","Niger","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2015","4.49","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Sub-Saharan Africa","Niger","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2016","2.96","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B"
"SDG: Sub-Saharan Africa","Niger","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2017","2.58","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B"
"SDG: Sub-Saharan Africa","Niger","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2018","3.45","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B"
"SDG: Sub-Saharan Africa","Niger","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2019","3.53","SOURCE:  UIS Dynamic Template based on Loi de finances 2019 (http://www.finances.gouv.ne/index.php/lois-de-finances/category/118-loi-de-finances-2019)"
"SDG: Sub-Saharan Africa","Niger","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2020","3.82","SOURCE:  UIS Dynamic Template based on Loi de finances 2020 (http://www.finances.gouv.ne/index.php/lois-de-finances/category/129-loi-de-finances-2020)"
"SDG: Sub-Saharan Africa","Niger","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2021","3.82","SOURCE:  UIS Dynamic Template based on Loi de finances 2021 (http://www.finances.gouv.ne/index.php/lois-de-finances/category/135-loi-de-finances-2021)"
"SDG: Sub-Saharan Africa","Niger","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2022","4.10","SOURCE:  UIS Dynamic Template based on Loi de finances 2022 (http://www.finances.gouv.ne/index.php/lois-de-finances/category/140-loi-de-finances-2022)"
"SDG: Sub-Saharan Africa","Nigeria","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2013","0.53","SOURCE:  UIS Dynamic Template based on APPROPRIATION BILL 2013 (http://library.procurementmonitor.org/backend/files/BILL%202013%20FINAL%20SUPER.pdf)"
"SDG: Sub-Saharan Africa","Nigeria","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2014","0.47","SOURCE:  UIS Dynamic Template based on APPROPRIATION BILL 2014 (https://www.budgetoffice.gov.ng/index.php/2014-budget?start=45)"
"SDG: Sub-Saharan Africa","Nigeria","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2015","0.44","SOURCE:  UIS Dynamic Template based on APPROPRIATION BILL 2015 (https://www.yourbudgit.com/wp-content/uploads/2015/05/2015-APPROPRIATION-ACT.pdf)"
"SDG: Sub-Saharan Africa","Nigeria","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2016","0.39","SOURCE:  UIS Dynamic Template based on APPROPRIATION ACT 2016 (https://www.budgetoffice.gov.ng/index.php/2016-budget?task=document.viewdoc&id=11)"
"SDG: Sub-Saharan Africa","Nigeria","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2017","0.40","SOURCE:  UIS Dynamic Template based on APPROPRIATION BILL 2017 (https://www.budgetoffice.gov.ng/index.php/fgn-2017-budget-proposal-appropriation-bill)"
"SDG: Sub-Saharan Africa","Nigeria","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2018","0.42","SOURCE:  UIS Dynamic Template based on APPROPRIATION BILL 2018 (https://www.budgetoffice.gov.ng/index.php/2018-budget)"
"SDG: Sub-Saharan Africa","Nigeria","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2019","0.36","SOURCE:  UIS Dynamic Template based on APPROPRIATION BILL 2019 (https://www.budgetoffice.gov.ng/index.php/resources/internal-resources/budget-documents/2019-budget)"
"SDG: Sub-Saharan Africa","Nigeria","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2020","0.36","SOURCE:  UIS Dynamic Template based on APPROPRIATION BILL 2020 (https://www.budgetoffice.gov.ng/index.php/resources/internal-resources/budget-documents/2020-budget/2020-revised-budget)"
"SDG: Sub-Saharan Africa","Nigeria","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2021","0.38","SOURCE:  UIS Dynamic Template based on APPROPRIATION BILL 2021 (https://www.budgetoffice.gov.ng/index.php/resources/internal-resources/budget-documents/2021-budget)"
"SDG: Sub-Saharan Africa","Nigeria","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2022","0.35","SOURCE:  UIS Dynamic Template based on APPROPRIATION BILL 2022 (https://www.budgetoffice.gov.ng/index.php/2022-appropriation-bill?task=document.viewdoc&id=951)"
"SDG: Latin America and the Caribbean","Nicaragua","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2014","4.08","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Latin America and the Caribbean","Nicaragua","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2015","4.08","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Latin America and the Caribbean","Nicaragua","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2016","4.08","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Latin America and the Caribbean","Nicaragua","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2017","4.36","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database QUALIFIER: This data point is an ESTIMATE produced by the UNESCO INSTITUTE FOR STATISTICS."
"SDG: Latin America and the Caribbean","Nicaragua","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2018","3.57","SOURCE:  UIS Dynamic Template based on Presupuesto. Clasificacion por Institucion; Presupuesto. Ministerio de Educacion (http://www.hacienda.gob.ni/hacienda/presupuesto2018/pgr/6.ClasificacionPorInstitucion.pdf; http://www.hacienda.gob.ni/hacienda/presupuesto2018/pgr/18.MinisterioEducacion.pdf)"
"SDG: Latin America and the Caribbean","Nicaragua","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2019","4.60","SOURCE:  UIS Dynamic Template based on Informe de Liquidacion del Presupuesto General de la Republica 2019 (http://www.hacienda.gob.ni/documentos/presupuesto/informes)"
"SDG: Latin America and the Caribbean","Nicaragua","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2020","4.58","SOURCE:  UIS Dynamic Template based on Informe de Liquidacion del Presupuesto General de la Republica 2020; Cuadros de Estadisticas del IPC - Junio 2022 (http://www.hacienda.gob.ni/documentos/presupuesto/informes; https://www.inide.gob.ni/Home/ipc)"
"SDG: Latin America and the Caribbean","Nicaragua","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2021","4.09","SOURCE:  UIS Dynamic Template based on Informe de Liquidacion del Presupuesto General de la Republica 2020; Cuadros de Estadisticas del IPC - Junio 2022 (http://www.hacienda.gob.ni/documentos/presupuesto/informes; https://www.inide.gob.ni/Home/ipc)"
"SDG: Latin America and the Caribbean","Nicaragua","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2022","3.79","SOURCE:  UIS Dynamic Template based on Informe de Liquidacion del Presupuesto General de la Republica 2022 (http://www.hacienda.gob.ni/documentos/presupuesto/informes/2022/Informe%20de%20Liqudacion%20del%20Presupuesto%20General%20de%20la%20Republica%202022.pdf/at_download/file)"
"SDG: Europe and Northern America","Netherlands (Kingdom of the)","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2013","5.53","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Europe and Northern America","Netherlands (Kingdom of the)","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2014","5.46","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Europe and Northern America","Netherlands (Kingdom of the)","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2015","5.35","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Europe and Northern America","Netherlands (Kingdom of the)","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2016","5.48","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Europe and Northern America","Netherlands (Kingdom of the)","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2017","5.18","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Europe and Northern America","Netherlands (Kingdom of the)","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2018","5.36","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Europe and Northern America","Netherlands (Kingdom of the)","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2019","5.16","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Europe and Northern America","Netherlands (Kingdom of the)","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2020","5.42","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Europe and Northern America","Netherlands (Kingdom of the)","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2021","5.51","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Europe and Northern America","Netherlands (Kingdom of the)","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2022","5.05","SOURCE: IMF; indicator GEE_G14_GDP_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of GDP; downloaded from https://data.imf.org on 20 August 2024"
"SDG: Europe and Northern America","Norway","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2013","7.44","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Europe and Northern America","Norway","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2014","7.64","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Europe and Northern America","Norway","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2015","7.52","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Europe and Northern America","Norway","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2016","7.98","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Europe and Northern America","Norway","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2017","7.85","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Europe and Northern America","Norway","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2018","7.60","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Europe and Northern America","Norway","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2019","7.86","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Europe and Northern America","Norway","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2020","8.37","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Europe and Northern America","Norway","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2021","6.96","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Europe and Northern America","Norway","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2022","3.97","SOURCE: IMF; indicator GEE_G14_GDP_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of GDP; downloaded from https://data.imf.org on 20 August 2024"
"SDG: Central and Southern Asia","Nepal","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2013","3.20","SOURCE:  Statistical Yearbook Nepal 2015 (https://cbs.gov.np/wp-content/upLoads/2019/02/Statistical-Year-Book-2015.pdf)"
"SDG: Central and Southern Asia","Nepal","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2014","3.49","SOURCE:  Statistical Yearbook Nepal 2019 (https://cbs.gov.np/wp-content/upLoads/2021/01/Statistical-Year-Book-of-Nepal-2019.pdf)"
"SDG: Central and Southern Asia","Nepal","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2015","3.29","SOURCE:  Statistical Yearbook Nepal 2019 (https://cbs.gov.np/wp-content/upLoads/2021/01/Statistical-Year-Book-of-Nepal-2019.pdf)"
"SDG: Central and Southern Asia","Nepal","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2016","3.48","SOURCE:  Statistical Yearbook Nepal 2019 (https://cbs.gov.np/wp-content/upLoads/2021/01/Statistical-Year-Book-of-Nepal-2019.pdf)"
"SDG: Central and Southern Asia","Nepal","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2017","3.53","SOURCE:  Statistical Yearbook Nepal 2019 (https://cbs.gov.np/wp-content/upLoads/2021/01/Statistical-Year-Book-of-Nepal-2019.pdf)"
"SDG: Central and Southern Asia","Nepal","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2018","3.66","SOURCE:  Red Book (https://www.mof.gov.np/site/publication-category/28)"
"SDG: Central and Southern Asia","Nepal","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2019","3.49","SOURCE:  Red Book (https://www.mof.gov.np/site/publication-category/28)"
"SDG: Central and Southern Asia","Nepal","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2020","4.21","SOURCE:  Red Book (https://www.mof.gov.np/site/publication-category/28)"
"SDG: Central and Southern Asia","Nepal","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2021","3.96","SOURCE:  Red Book (https://www.mof.gov.np/site/publication-category/28)"
"SDG: Central and Southern Asia","Nepal","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2022","3.62","SOURCE:  Education Sector plan, 2021-2030 in Nepali Page: 203 (https://moe.gov.np/assets/uploads/files/ESP-full_draft-V1-March_29_-_Copy.pdf) (2017-18, 2018-19 and 2019-20 education expenditure)"
"SDG: Central and Southern Asia","Nepal","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2023","3.68","SOURCE:  Red Book- 2080/81 (2023/24) in Nepali, Plage: 494-95 (https://www.mof.gov.np/site/publication-category/28)"
"SDG: Oceania","Nauru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2015","6.25","SOURCE:  UIS Dynamic Template based on Financial Statements 2016 (https://naurufinance.info/wp-content/uploads/2020/08/Annual-Financials-2015-16.pdf)"
"SDG: Oceania","Nauru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2016","7.99","SOURCE: IMF; indicator GEE_G14_GDP_PT: COFOG Function Name=Expenditure on education; Sector Name: General government; Unit Name=Percent of GDP; downloaded from https://data.imf.org on 20 August 2024"
"SDG: Oceania","Nauru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2017","6.81","SOURCE:  UIS Dynamic Template based on Budget Paper 2017-2018 (https://naurufinance.info/wp-content/uploads/2020/07/Budget-Paper-1-2017-18_Final.pdf)"
"SDG: Oceania","Nauru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2019","6.01","SOURCE:  UIS Dynamic Template based on ESTIMATES OF REVENUE AND EXPENDITURE (https://naurufinance.info/wp-content/uploads/2020/07/Budget-Paper-1-2019-20-FINAL.pdf)"
"SDG: Oceania","Nauru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2020","6.10","SOURCE:  UIS Dynamic Template based on Appropriation Bill 2020-21 (https://naurufinance.info/wp-content/uploads/2020/08/2020-21-Appropriation-Bill-Final-20200603.pdf)"
"SDG: Oceania","Nauru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2021","6.22","SOURCE:  UIS Dynamic Template based on Appropriation Bill 2021-22 (https://naurufinance.info/wp-content/uploads/2021/06/Appropriation-Bill-2021-2022_FINAL.pdf)"
"SDG: Oceania","Nauru","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2022","7.81","SOURCE:  UIS Dynamic Template based on Appropriation Bill 2022-2023 (https://naurufinance.info/wp-content/uploads/2022/06/2022-23-Approp-Budget-Bill-FINAL.pdf)"
"SDG: Oceania","New Zealand","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2013","5.89","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Oceania","New Zealand","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2014","5.81","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Oceania","New Zealand","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2015","5.71","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Oceania","New Zealand","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2016","5.51","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Oceania","New Zealand","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2017","5.28","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Oceania","New Zealand","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2018","5.19","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Oceania","New Zealand","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2019","5.18","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Oceania","New Zealand","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2020","5.65","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Oceania","New Zealand","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2021","5.55","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection"
"SDG: Oceania","New Zealand","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2022","5.23","SOURCE: Country's submission to UNESCO OECD Eurostat (UOE) joint data collection SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Northern Africa and Western Asia","Oman","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2013","4.35","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Northern Africa and Western Asia","Oman","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2017","6.00","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Northern Africa and Western Asia","Oman","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2018","4.59","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Northern Africa and Western Asia","Oman","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2019","5.06","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Northern Africa and Western Asia","Oman","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2020","6.88","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B"
"SDG: Northern Africa and Western Asia","Oman","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2022","4.20","SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B"
"SDG: Central and Southern Asia","Pakistan","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2013","2.24","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Central and Southern Asia","Pakistan","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2014","2.20","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Central and Southern Asia","Pakistan","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2015","2.39","SOURCE: Country's submission to UIS Survey of Formal Education Questionnaire B SOURCE: ECONOMIC DATA: World Bank, World Development Indicators Database"
"SDG: Central and Southern Asia","Pakistan","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2016","2.42","SOURCE:  Pakistan Economic Survey 2021-2022 (https://www.finance.gov.pk/survey/chapter_22/Economic%20Survey%202021-22.pdf)"
"SDG: Central and Southern Asia","Pakistan","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2017","2.14","SOURCE:  Pakistan Economic Survey 2021-2022 (https://www.finance.gov.pk/survey/chapter_22/Economic%20Survey%202021-22.pdf)"
"SDG: Central and Southern Asia","Pakistan","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2018","2.33","SOURCE:  Pakistan Economic Survey 2021-2022 (https://www.finance.gov.pk/survey/chapter_22/Economic%20Survey%202021-22.pdf)"
"SDG: Central and Southern Asia","Pakistan","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2019","2.21","SOURCE:  Pakistan Economic Survey 2021-2022 (https://www.finance.gov.pk/survey/chapter_22/Economic%20Survey%202021-22.pdf)"
"SDG: Central and Southern Asia","Pakistan","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2020","2.06","SOURCE:  Pakistan Economic Survey 2021-2022 (https://www.finance.gov.pk/survey/chapter_22/Economic%20Survey%202021-22.pdf)"
"SDG: Central and Southern Asia","Pakistan","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2021","1.69","SOURCE:  Pakistan Economic Survey 2021-2022 (https://www.finance.gov.pk/survey/chapter_22/Economic%20Survey%202021-22.pdf)"
"SDG: Central and Southern Asia","Pakistan","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2022","1.97","SOURCE:  Pakistan Economic Survey 2023-2024 (https://www.finance.gov.pk/survey/chapter_24/Economic_Survey_2023_24.pdf)"
"SDG: Central and Southern Asia","Pakistan","Education 2030 FFA","Education 2030 FFA","Government expenditure on education as a percentage of GDP (%)","2023","1.87","SOURCE:  Pakistan Economic Survey 2023-2024 (https://www.finance.gov.pk/survey/chapter_24/Economic_Survey_2023_24.pdf (Table 10.6: Expenditure on Education) and https://www.finance.gov.pk/budget/Budget_2024_25/Budget_in_Brief.pdf) for total budget)"
